OBJECTID,Join_Count,TARGET_FID,Row_Labels,Average_of,Average__1,comm,ind,BUFF_DIST,ORIG_FID,OBJECTID_1,AUN,SCHOOL_NUM,LOCATION_I,SCHOOL_NAM,SCHOOL_N_1,STREET_ADD,ZIP_CODE,PHONE_NUMB,ACTIVE,GRADE_LEVE,GRADE_ORG,ENROLLMENT,TYPE,TYPE_SPECI,Shape_Length,Shape_Area
458,0,458,681,40.039459999999998,-75.060019999999994,0,0,400.000000000000000,457,458,,,,,,,,,,,,,,,0.026151080367237,0.000053025921707
459,1,459,682,39.947749999999999,-75.160809999999998,1,0,400.000000000000000,458,459,300518760, , ,Student Education Center Delaware Valley High School CC,Student Ed Ctr DVHS,204-06 S 13TH ST,19107,(215) 732-5060,O,High School,9-12, ,3,Private,0.026130365680279,0.000052955886414
460,1,460,684,39.943539999999999,-75.246650000000002,0,0,400.000000000000000,459,460,126515001,3804,1460,"ANDERSON, ADD B. SCHOOL",Add B. Anderson School,1034 S 60TH ST,19143,215-400-7890, ,ELEMENTARYMIDDLE,K-08,481,1,District,0.026129417423548,0.000052952680197
461,5,461,685,39.959110000000003,-75.158310000000000,0,1,400.000000000000000,460,461,226510086, , ,Philadelphia Classical School,Phila Classical Sch,1101 Vine Street,19146,(412)915-5510,O,Elem/Middle,K-8, ,3,Private,0.026132926418570,0.000052964545433
462,3,462,686,39.955399999999997,-75.171130000000005,1,0,400.000000000000000,461,462,226511652, , ,Friends Select School,Friends Select Sch,3 BENJ FRANKLIN PKY,19103,215-561-5900,O,Elem/Mid/High,pre K-12, ,3,Private,0.026132089650954,0.000052961715804
463,3,463,687,39.952880000000000,-75.212180000000004,0,0,400.000000000000000,462,463,226512762, , ,Islamic Education School,Islamic Education Sch,4431-39 WALNUT ST,19104,(215) 387-8888,O,Elem/Middle,pre K-8, ,3,Private,0.026131521838359,0.000052959795883
464,1,464,689,40.030119999999997,-75.035169999999994,0,0,400.000000000000000,463,464,226518002, , ,St Huberts Catholic High School,St Huberts Cath HS,7320 TORRESDALE AVE,19136,(215) 624-6840,O,High School,9-12, ,3,Archdiocese,0.026148965962558,0.000053018774019
465,0,465,692,39.960079999999998,-75.226889999999997,1,0,400.000000000000000,464,465,,,,,,,,,,,,,,,0.026133144916091,0.000052965284099
466,0,466,693,39.910699999999999,-75.165649999999999,0,0,400.000000000000000,465,466,,,,,,,,,,,,,,,0.026122026276447,0.000052927685570
467,3,467,696,39.940939999999998,-75.150850000000005,0,0,400.000000000000000,466,467,226519162, , ,St Peters School,St Peters School,311-21 LOMBARD ST,19147,(215) 925-3963,O,Elem/Middle,pre K-8, ,3,Private,0.026128831566921,0.000052950698801
468,0,468,697,39.962499999999999,-75.173180000000002,1,0,400.000000000000000,467,468,,,,,,,,,,,,,,,0.026133690117665,0.000052967127267
469,5,469,698,39.954599999999999,-75.173010000000005,1,0,400.000000000000000,468,469,300513960, , ,Greene Towne School Inc,Greene Towne School Inc.,2119-21 ARCH ST,19103,215-563-6368,O,Kindergarten,pre K-K, ,3,Private,0.026131909246289,0.000052961105707
470,0,470,699,39.989800000000002,-75.103899999999996,1,1,400.000000000000000,469,470,,,,,,,,,,,,,,,0.026139850911009,0.000052987958053
471,5,471,703,39.947899999999997,-75.152670000000001,1,0,400.000000000000000,470,471,226518902, , ,St Marys Interparochial School,St. Mary's Interparochial Sch,440 Locust Street,19106,215-923-7522,O,Elem/Middle,K-8, ,3,Archdiocese,0.026130399476650,0.000052956000502
472,1,472,704,39.955570000000002,-75.180480000000003,1,1,400.000000000000000,471,472,126515001,7906,2650,SCIENCE LEADERSHIP ACADEMY,Science Leadership Academy,55 N 22ND ST,19103,215-400-7830, ,HIGH,9-12,500,1,District,0.026132127934251,0.000052961844954
473,1,473,708,39.938659999999999,-75.173159999999996,0,1,400.000000000000000,472,473,126515001,3635,2450,"STANTON, EDWIN M. SCHOOL",Edwin M. Stanton School,901 S 17TH ST,19146,215-400-7960, ,ELEMENTARYMIDDLE,K-08,305,1,District,0.026128318106223,0.000052948962290
474,1,474,709,39.949390000000001,-75.174070000000000,0,0,400.000000000000000,473,474,126513270,7586,3318,FREIRE CHARTER SCHOOL,Freire Charter School,2027 CHESTNUT ST,19103,215-557-8555, ,Middle/High,5-12, ,2,Charter,0.026130735333209,0.000052957136487
475,1,475,710,39.940359999999998,-75.236609999999999,0,0,400.000000000000000,474,475,126515001,6533,1350,"LONGSTRETH, WILLIAM C. SCHOOL",William C. Longstreth School,5700 WILLOWS AVE,19143,215-400-7870, ,ELEMENTARYMIDDLE,K-8,390,1,District,0.026128701242529,0.000052950258390
476,0,476,713,39.945700000000002,-75.195189999999997,1,1,400.000000000000000,475,476,,,,,,,,,,,,,,,0.026129903911408,0.000052954324843
477,0,477,714,39.960140000000003,-75.224850000000004,1,0,400.000000000000000,476,477,,,,,,,,,,,,,,,0.026133158680086,0.000052965330749
478,2,478,715,40.012369999999997,-75.150530000000003,0,0,400.000000000000000,477,478,226510047, , ,New Hope Christian Academy,New Hope Christian Acad,1345 McFerran Street,19140,(215) 391-0003,O,Elem/Mid/High,pre K-12, ,3,Private,0.026144950801954,0.000053005199902
479,2,479,716,39.958669999999998,-75.213880000000003,0,0,400.000000000000000,478,479,226519902, , ,West Catholic Preparatory High School,West Phila Cath HS,4501-17 CHESTNUT ST,19139,(215)386-2244,O,High School,9-12, ,3,Archdiocese,0.026132827128711,0.000052964209112
480,4,480,718,39.945340000000002,-75.151619999999994,0,0,400.000000000000000,479,480,226518902, , ,St Marys Interparochial School,St. Mary's Interparochial Sch,440 Locust Street,19106,215-923-7522,O,Elem/Middle,K-8, ,3,Archdiocese,0.026129822730666,0.000052954050479
481,1,481,719,39.980110000000003,-75.116150000000005,0,1,400.000000000000000,480,481,326514352, , ,Merakey Education Center- Phila,Merakey Education Center- Phila,2343 E Tucker St,19125,(215)423-0390, ,Special Center, , ,3,Private,0.026137663023949,0.000052980560336
482,0,482,720,39.956650000000003,-75.197819999999993,1,0,400.000000000000000,481,482,,,,,,,,,,,,,,,0.026132371177911,0.000052962667532
483,2,483,722,39.958480000000002,-75.214050000000000,0,0,400.000000000000000,482,483,226519902, , ,West Catholic Preparatory High School,West Phila Cath HS,4501-17 CHESTNUT ST,19139,(215)386-2244,O,High School,9-12, ,3,Archdiocese,0.026132784195448,0.000052964064509
484,1,484,723,39.949919999999999,-75.143739999999994,0,0,400.000000000000000,483,484,126510002,7678,3361,MASTERY CHARTER-LENFEST CAMPUS,Mastery Charter School at Lenfest,35 S 4TH ST,19106,215-922-1902, ,Middle/High,7-12, ,2,Charter,0.026130854698573,0.000052957540035
485,2,485,724,40.035260000000001,-75.069980000000001,1,0,400.000000000000000,484,485,300518675, , ,"Sylvan Learning Center
",Sylvan Lrn Ctr,6537 Roosevelt Blvd,19149,(215)743-6200,O,Tutoring,Ungraded, ,3,Private,0.026150129445788,0.000053022706624
486,4,486,725,39.935780000000001,-75.156260000000003,0,0,400.000000000000000,485,486,0, ,3369,Christopher Columbus Charter School (Annex),Christopher Columbus CS (Annex),1242 S 13th St,19147,215-925-7400,O,Elementary School,5-8, ,2,Charter,0.026127669716733,0.000052946770239
487,0,487,726,39.950159999999997,-75.249369999999999,0,0,400.000000000000000,486,487,,,,,,,,,,,,,,,0.026130908861433,0.000052957723252
488,1,488,727,39.958840000000002,-75.206270000000004,1,0,400.000000000000000,487,488,126515001,7780,1050,"ROBESON, PAUL HIGH SCHOOL",Paul Robeson High School for Human Services,4125 LUDLOW ST,19104,215-400-7780, ,HIGH,09-12,307,1,District,0.026132865101589,0.000052964337861
489,3,489,729,39.949080000000002,-75.212900000000005,0,0,400.000000000000000,488,489,226515682, , ,Faith Connection Christian Academy,Faith Connection Christian Acad,4524 Baltimore Ave,19143,(215) 592-0974,O,Elem/Mid/High,K-12, ,3,Private,0.026130665383710,0.000052956899875
490,5,490,730,39.947710000000001,-75.151100000000000,1,0,400.000000000000000,489,490,226518902, , ,St Marys Interparochial School,St. Mary's Interparochial Sch,440 Locust Street,19106,215-923-7522,O,Elem/Middle,K-8, ,3,Archdiocese,0.026130356691165,0.000052955856224
491,3,491,731,39.990229999999997,-75.186729999999997,0,0,400.000000000000000,490,491,126515001,7255,4140,STRAWBERRY MANSION HIGH SCHOOL,Strawberry Mansion High School,3133 RIDGE AVE,19121,215-400-7500, ,HIGH,10-12,169,1,District,0.026139948017229,0.000052988286085
492,2,492,732,39.939290000000000,-75.178240000000002,0,1,400.000000000000000,491,492,226510071, , ,Philadelphia Free School,Phila Free School,2001 Christian St,19146,(215)218-9586,O,Elem/Mid/High,pre K-12, ,3,Private,0.026128460017396,0.000052949442546
493,0,493,734,39.933630000000001,-75.145690000000002,0,0,400.000000000000000,492,493,,,,,,,,,,,,,,,0.026127185604260,0.000052945133137
494,1,494,736,39.996139999999997,-75.147080000000003,0,0,400.000000000000000,493,494,126511748,8208,3415,MASTERY CHARTER @ CLYMER,Mastery Charter School at Clymer,1201 W RUSH ST,19133,215-223-2243, ,Elementary School,K-6, ,2,Charter,0.026141282561368,0.000052992798045
495,3,495,737,39.948929999999997,-75.215010000000007,0,0,400.000000000000000,494,495,226515682, , ,Faith Connection Christian Academy,Faith Connection Christian Acad,4524 Baltimore Ave,19143,(215) 592-0974,O,Elem/Mid/High,K-12, ,3,Private,0.026130631578112,0.000052956785262
496,0,496,738,40.039540000000002,-75.060140000000004,0,0,400.000000000000000,495,496,,,,,,,,,,,,,,,0.026151098195914,0.000053025981447
497,3,497,740,39.969709999999999,-75.174890000000005,0,0,400.000000000000000,496,497,126515001,3618,2210,BACHE-MARTIN SCHOOL,Bache-Martin School,2201 BROWN ST,19130,215-400-7550, ,ELEMENTARYMIDDLE,K-8,463,1,District,0.026135316610734,0.000052972627167
498,1,498,742,39.958240000000004,-75.223219999999998,1,0,400.000000000000000,497,498,126515001,3860,1020,WEST PHILADELPHIA HIGH SCHOOL,West Philadelphia High School,4901 CHESTNUT ST,19139,215-400-7900, ,HIGH,9-12,448,1,District,0.026132729977687,0.000052963881137
499,5,499,743,39.960810000000002,-75.156329999999997,0,0,400.000000000000000,498,499,226510086, , ,Philadelphia Classical School,Phila Classical Sch,1101 Vine Street,19146,(412)915-5510,O,Elem/Middle,K-8, ,3,Private,0.026133309549690,0.000052965840687
500,1,500,744,39.957140000000003,-75.151100000000000,0,0,400.000000000000000,499,500,226512352, , ,Holy Redeemer School,Holy Redeemer School,903-27 VINE ST,19107,215-922-0999,O,Elem/Middle,K-8, ,3,Archdiocese,0.026132481970646,0.000052963042312
501,1,501,745,39.946710000000003,-75.162629999999993,1,0,400.000000000000000,500,501,300518760, , ,Student Education Center Delaware Valley High School CC,Student Ed Ctr DVHS,204-06 S 13TH ST,19107,(215) 732-5060,O,High School,9-12, ,3,Private,0.026130131243655,0.000052955093357
502,3,502,747,39.960599999999999,-75.170000000000002,1,0,400.000000000000000,501,502,226512852, , ,John W Hallahan Girls School,John W Hallahan Girls Sch,319 N 19TH ST,19103,(215) 563-8930,O,High School,9-12, ,3,Archdiocese,0.026133261868893,0.000052965679327
503,4,503,750,39.949800000000003,-75.207149999999999,0,0,400.000000000000000,502,503,226511232, , ,Jubilee School,Jubilee School,4211 CHESTER AVE,19104,(215) 387-7592,O,Elementary School,pre K-6, ,3,Private,0.026130827659929,0.000052957448654
504,3,504,753,39.961990000000000,-75.240639999999999,0,0,400.000000000000000,503,504,226512872, , ,Kids World Christian Education Center- West Philadelphia,Kids World Christian Ed Ctr- West Phila,100-04 S 61ST ST,19139,215-474-1484,O,Elementary School,pre K-4, ,3,Private,0.026133575430463,0.000052966739582
505,1,505,754,39.987229999999997,-75.108779999999996,0,0,400.000000000000000,504,505,126519392,8257,3423,MEMPHIS ST. CHARTER @ JP JONES,Memphis Street Academy Charter School at J.P. Jones,2950 MEMPHIS ST,19134,215-291-4709, ,Middle School,5-8, ,2,Charter,0.026139270671089,0.000052985996292
506,0,506,755,39.934809999999999,-75.179220000000001,0,0,400.000000000000000,505,506,,,,,,,,,,,,,,,0.026127451217366,0.000052946031107
507,0,507,756,39.979340000000001,-75.138760000000005,0,0,400.000000000000000,506,507,,,,,,,,,,,,,,,0.026137489246192,0.000052979972482
508,3,508,757,39.961799999999997,-75.240799999999993,0,0,400.000000000000000,507,508,226512872, , ,Kids World Christian Education Center- West Philadelphia,Kids World Christian Ed Ctr- West Phila,100-04 S 61ST ST,19139,215-474-1484,O,Elementary School,pre K-4, ,3,Private,0.026133532481954,0.000052966594330
509,0,509,762,39.949590000000001,-75.199669999999998,0,0,400.000000000000000,508,509,,,,,,,,,,,,,,,0.026130780255526,0.000052957288262
510,9,510,764,39.963050000000003,-75.166240000000002,0,0,400.000000000000000,509,510,226510024, , ,Spring Garden Academy,Spring Garden Acad,1801 SPRING GARDEN ST,19130,(215)563-9192,O,Pre-school,pre K-K, ,3,Private,0.026133814559519,0.000052967548499
511,4,511,765,40.005200000000002,-75.178730000000002,0,1,400.000000000000000,510,511,226510073, , ,St James School,St James School,3201-29 W CLEARFIELD ST,19132,(215) 226-1276,O,Middle School,5-8, ,3,Private,0.026143330177613,0.000052999721241
512,2,512,767,39.943379999999998,-75.163349999999994,0,0,400.000000000000000,511,512,300511820, , ,Beginnings Learning Center,Beginnings Learning Ctr,620 S 10TH ST,19147,(215) 627-3668,O,Pre-K,pre K-K, ,3,Private,0.026129381126079,0.000052952557066
513,1,513,771,39.962949999999999,-75.140960000000007,0,0,400.000000000000000,512,513,126513110,7565,3310,LAB SCH OF COMMUNICAT'N & LANG,Laboratory Charter School of Communication and Languages,800 NORTH ORIANNA ST,19123,215-574-1680, ,Elem/Middle,K-8, ,2,Charter,0.026133792074103,0.000052967472285
514,2,514,772,39.932209999999998,-75.152889999999999,0,0,400.000000000000000,513,514,126515001,3647,2580,"KIRKBRIDE, ELIZA B. SCHOOL",Eliza B. Kirkbride School,1501 S 7TH ST,19147,215-400-7980, ,ELEMENTARYMIDDLE,K-8,553,1,District,0.026126865652238,0.000052944050391
515,6,515,775,39.972119999999997,-75.251440000000002,0,0,400.000000000000000,514,515,226517352, , ,St Frances Cabrini Regional Catholic School,St Frances Cabrini,405 N 65th St,19151,(215)748-2994,O,Elem/Middle,pre K-8, ,3,Archdiocese,0.026135860488469,0.000052974466324
516,4,516,777,39.973250000000000,-75.212209999999999,0,1,400.000000000000000,515,516,226515392, , ,Quba Institute of Arabic & Islamic Studies,Quba Ins of Arabic & Islamic Studies,4637 LANCASTER AVE,19131,(215) 473-8589,O,Elem/Middle,pre K-8, ,3,Private,0.026136115352706,0.000052975328088
517,2,517,778,39.994660000000003,-75.147459999999995,0,0,400.000000000000000,516,517,326510060, , ,Hope Partnership for Education,Hope Partnership for Education,2601 N 11th St,19133,215-232-5410,O,Middle/High,5-8, ,3,Private,0.026140948691533,0.000052991669582
518,4,518,779,39.957189999999997,-75.158730000000006,1,0,400.000000000000000,517,518,226510086, , ,Philadelphia Classical School,Phila Classical Sch,1101 Vine Street,19146,(412)915-5510,O,Elem/Middle,K-8, ,3,Private,0.026132492821779,0.000052963078703
519,2,519,780,40.035380000000004,-75.069609999999997,1,0,400.000000000000000,518,519,300518675, , ,"Sylvan Learning Center
",Sylvan Lrn Ctr,6537 Roosevelt Blvd,19149,(215)743-6200,O,Tutoring,Ungraded, ,3,Private,0.026150156687674,0.000053022799022
520,0,520,781,39.953490000000002,-75.139880000000005,1,0,400.000000000000000,519,520,,,,,,,,,,,,,,,0.026131659146999,0.000052960260357
521,1,521,782,39.950679999999998,-75.168930000000003,1,0,400.000000000000000,520,521,126510009,7737,3358,PHILADELPHIA ELECTRICAL AND,Philadelphia Electrical and Technology Charter School,1420 CHESTNUT ST,19102,267-514-1823, ,High School,9-12, ,2,Charter,0.026131025833708,0.000052958118351
522,1,522,784,40.037970000000001,-75.088690000000000,0,0,400.000000000000000,521,522,126515001,3816,7120,"FELS, SAMUEL HIGH SCHOOL",Samuel Fels High School,5500 LANGDON ST,19124,215-400-7100, ,HIGH,9-12,951,1,District,0.026150743102289,0.000053024781647
523,0,523,785,39.954639999999998,-75.149510000000006,1,0,400.000000000000000,522,523,,,,,,,,,,,,,,,0.026131918137781,0.000052961135852
524,2,524,786,39.974679999999999,-75.199340000000007,0,1,400.000000000000000,523,524,226510055, , ,Al Mosheh Shule of Positive Ed,Al Mosheh Shule of Positive Ed,3922 Cambridge St,19104,(215) 765-6462,O,Elem/Middle,K-4, ,3,Private,0.026136437821784,0.000052976418088
525,0,525,787,39.940170000000002,-75.200699999999998,0,1,400.000000000000000,524,525,,,,,,,,,,,,,,,0.026128658212504,0.000052950112753
526,2,526,789,39.967520000000000,-75.148690000000002,0,0,400.000000000000000,525,526,226519142, , ,St Peter the Apostle School,St Peter the Apostle Sch,1009 N 5th St,19123,(215) 922-5958,O,Elem/Middle,pre K-8, ,3,Archdiocese,0.026134822459076,0.000052970956124
527,0,527,790,39.953539999999997,-75.185280000000006,0,1,400.000000000000000,526,527,,,,,,,,,,,,,,,0.026131670356290,0.000052960297726
528,6,528,791,39.965159999999997,-75.160799999999995,1,0,400.000000000000000,527,528,126515001,6822,2290,FRANKLIN LEARNING CENTER,Franklin Learning Center,616 N 15TH ST,19130,215-400-7570, ,HIGH,09-12,915,1,District,0.026134290285833,0.000052969156839
529,2,529,793,39.978670000000001,-75.157870000000003,1,0,400.000000000000000,528,529,0, ,3374,Alliance for Progress Charter School (Annex),Alliance CS (Annex),1630-32 N 16th St,19121,(215) 232-4892,O,Elementary School,4-8, ,2,Charter,0.026137337960659,0.000052979461190
530,1,530,794,39.951920000000001,-75.159909999999996,1,0,400.000000000000000,529,530,0, , ,Freire Charter School,Freire Charter School,1026 Market St,19107,(267) 670-7499, ,Middle School,5-8, ,2,Charter,0.026131305349090,0.000052959063999
531,0,531,798,39.939639999999997,-75.198120000000003,1,1,400.000000000000000,530,531,,,,,,,,,,,,,,,0.026128538830004,0.000052949708693
532,0,532,799,40.042400000000001,-75.226270000000000,0,0,400.000000000000000,531,532,,,,,,,,,,,,,,,0.026151746040763,0.000053028171737
533,1,533,802,39.960700000000003,-75.243060000000000,0,0,400.000000000000000,532,533,226512872, , ,Kids World Christian Education Center- West Philadelphia,Kids World Christian Ed Ctr- West Phila,100-04 S 61ST ST,19139,215-474-1484,O,Elementary School,pre K-4, ,3,Private,0.026133284560995,0.000052965756236
534,4,534,803,39.957799999999999,-75.160210000000006,1,0,400.000000000000000,533,534,226510086, , ,Philadelphia Classical School,Phila Classical Sch,1101 Vine Street,19146,(412)915-5510,O,Elem/Middle,K-8, ,3,Private,0.026132630820622,0.000052963545595
535,2,535,804,39.954439999999998,-75.205100000000002,0,0,400.000000000000000,534,535,126515001,7706,1280,PENN ALEXANDER SCHOOL,Sadie Alexander School,4209 SPRUCE ST,19104,215-400-7760, ,ELEMENTARYMIDDLE,K-8,576,1,District,0.026131873249787,0.000052960983979
536,1,536,808,39.963099999999997,-75.189949999999996,0,1,400.000000000000000,535,536,126515001, ,2050,SCIENCE LEADERSHIP ACADEMY MS,Science Leadership Academy Middle School,3509 SPRING GARDEN ST,19104,215-400-8320, ,MIDDLE,05-07,270,1,District,0.026133825876828,0.000052967586524
